Unnamed: 0,Tweets,date tweets,Sentimen,remove_user,cleaning,case_folding,tokenisasi,normalisasi,stopword_removal,stemming,to_sentence
852,"postingan bromo sebelum kebakaran, malah dadi ajang pamer lekuk tubuh well.",2023-09-14 23:27:17+00:00,3,"postingan bromo sebelum kebakaran, malah dadi ajang pamer lekuk tubuh well.",postingan bromo sebelum kebakaran malah dadi ajang pamer lekuk tubuh well ,postingan bromo sebelum kebakaran malah dadi ajang pamer lekuk tubuh well ,"['postingan', 'bromo', 'sebelum', 'kebakaran', 'malah', 'dadi', 'ajang', 'pamer', 'lekuk', 'tubuh', 'well']","['postingan', 'bromo', 'sebelum', 'kebakaran', 'malah', 'dadi', 'ajang', 'pamer', 'lekuk', 'tubuh', 'well']","['postingan', 'bromo', 'kebakaran', 'dadi', 'ajang', 'pamer', 'lekuk', 'tubuh', 'well']","['postingan', 'bromo', 'bakar', 'dadi', 'ajang', 'pamer', 'lekuk', 'tubuh', 'well']",postingan bromo bakar dadi ajang pamer lekuk tubuh well
853,@CNNIndonesia Alhamdulillah...kebakaran Bromo padam...,2023-09-14 23:40:18+00:00,3, Alhamdulillah...kebakaran Bromo padam..., Alhamdulillah kebakaran Bromo padam , alhamdulillah kebakaran bromo padam ,"['alhamdulillah', 'kebakaran', 'bromo', 'padam']","['alhamdulillah', 'kebakaran', 'bromo', 'padam']","['alhamdulillah', 'kebakaran', 'bromo', 'padam']","['alhamdulillah', 'bakar', 'bromo', 'padam']",alhamdulillah bakar bromo padam
854,"itu orang yg prewedd di gunung bromo yg jadi penyebab kebakaran, jadi nikah kah? atau udah nikah?",2023-09-14 23:57:28+00:00,2,"itu orang yg prewedd di gunung bromo yg jadi penyebab kebakaran, jadi nikah kah? atau udah nikah?",itu orang prewedd gunung bromo jadi penyebab kebakaran jadi nikah kah atau udah nikah ,itu orang prewedd gunung bromo jadi penyebab kebakaran jadi nikah kah atau udah nikah ,"['itu', 'orang', 'prewedd', 'gunung', 'bromo', 'jadi', 'penyebab', 'kebakaran', 'jadi', 'nikah', 'kah', 'atau', 'udah', 'nikah']","['itu', 'orang', 'prewedd', 'gunung', 'bromo', 'jadi', 'penyebab', 'kebakaran', 'jadi', 'nikah', 'kah', 'atau', 'sudah', 'nikah']","['orang', 'prewedd', 'gunung', 'bromo', 'penyebab', 'kebakaran', 'nikah', 'kah', 'nikah']","['orang', 'prewedd', 'gunung', 'bromo', 'sebab', 'bakar', 'nikah', 'kah', 'nikah']",orang prewedd gunung bromo sebab bakar nikah kah nikah
855,@Paltiwest Ooh ada pihak luar yg ikutan campur sari ya lalu siapa yg gubloik kok gak diantisisapih atuuh ulah ngejedog wae bin bahlul kipas2 nikmat lalu udah kebakaran kek Bromo baru heboh terkaing-kaing wkkk kkkkk kkkkk ampyuuun dejee............ #Complacent #SalahUrus #RusakSusuSebelanga,2023-09-15 00:22:48+00:00,1, Ooh ada pihak luar yg ikutan campur sari ya lalu siapa yg gubloik kok gak diantisisapih atuuh ulah ngejedog wae bin bahlul kipas2 nikmat lalu udah kebakaran kek Bromo baru heboh terkaing-kaing wkkk kkkkk kkkkk ampyuuun dejee............ #Complacent #SalahUrus #RusakSusuSebelanga, Ooh ada pihak luar ikutan campur sari lalu siapa gubloik kok gak diantisisapih atuuh ulah ngejedog wae bin bahlul kipas nikmat lalu udah kebakaran kek Bromo baru heboh terkaing kaing wkk ampyuun dejee Complacent SalahUrus RusakSusuSebelanga, ooh ada pihak luar ikutan campur sari lalu siapa gubloik kok gak diantisisapih atuuh ulah ngejedog wae bin bahlul kipas nikmat lalu udah kebakaran kek bromo baru heboh terkaing kaing wkk ampyuun dejee complacent salahurus rusaksususebelanga,"['ooh', 'ada', 'pihak', 'luar', 'ikutan', 'campur', 'sari', 'lalu', 'siapa', 'gubloik', 'kok', 'gak', 'diantisisapih', 'atuuh', 'ulah', 'ngejedog', 'wae', 'bin', 'bahlul', 'kipas', 'nikmat', 'lalu', 'udah', 'kebakaran', 'kek', 'bromo', 'baru', 'heboh', 'terkaing', 'kaing', 'wkk', 'ampyuun', 'dejee', 'complacent', 'salahurus', 'rusaksususebelanga']","['oh', 'ada', 'pihak', 'luar', 'ikutan', 'campur', 'sari', 'lalu', 'siapa', 'gubloik', 'kok', 'enggak', 'diantisisapih', 'atuuh', 'ulah', 'ngejedog', 'wae', 'bin', 'bahlul', 'kipas', 'nikmat', 'lalu', 'sudah', 'kebakaran', 'kayak', 'bromo', 'baru', 'heboh', 'terkaing', 'kaing', 'wkk', 'ampyuun', 'dejee', 'complacent', 'salahurus', 'rusaksususebelanga']","['oh', 'ikutan', 'campur', 'sari', 'gubloik', 'diantisisapih', 'atuuh', 'ulah', 'ngejedog', 'wae', 'bin', 'bahlul', 'kipas', 'nikmat', 'kebakaran', 'kayak', 'bromo', 'heboh', 'terkaing', 'kaing', 'wkk', 'ampyuun', 'dejee', 'complacent', 'salahurus', 'rusaksususebelanga']","['oh', 'ikut', 'campur', 'sari', 'gubloik', 'diantisisapih', 'atuuh', 'ulah', 'ngejedog', 'wae', 'bin', 'bahlul', 'kipas', 'nikmat', 'bakar', 'kayak', 'bromo', 'heboh', 'kaing', 'kaing', 'wkk', 'ampyuun', 'dejee', 'complacent', 'salahurus', 'rusaksususebelanga']",oh ikut campur sari gubloik diantisisapih atuuh ulah ngejedog wae bin bahlul kipas nikmat bakar kayak bromo heboh kaing kaing wkk ampyuun dejee complacent salahurus rusaksususebelanga
856,"@sosmedkeras edelweis di bromo apa kabar ya? udh susah dipertahankan, eh kebakaran krn org"" pekok.""",2023-09-15 00:23:09+00:00,1," edelweis di bromo apa kabar ya? udh susah dipertahankan, eh kebakaran krn org"" pekok.""", edelweis bromo apa kabar udh susah dipertahankan kebakaran krn org pekok , edelweis bromo apa kabar udh susah dipertahankan kebakaran krn org pekok ,"['edelweis', 'bromo', 'apa', 'kabar', 'udh', 'susah', 'dipertahankan', 'kebakaran', 'krn', 'org', 'pekok']","['edelweis', 'bromo', 'apa', 'kabar', 'sudah', 'susah', 'dipertahankan', 'kebakaran', 'karena', 'orang', 'pekok']","['edelweis', 'bromo', 'kabar', 'susah', 'dipertahankan', 'kebakaran', 'orang', 'pekok']","['edelweis', 'bromo', 'kabar', 'susah', 'tahan', 'bakar', 'orang', 'kok']",edelweis bromo kabar susah tahan bakar orang kok
857,kebakaran savana Gunung Bromo. #BromoCreative #SavanaBromo #KebakaranGunungBromo,2023-09-15 00:46:22+00:00,1,kebakaran savana Gunung Bromo. #BromoCreative #SavanaBromo #KebakaranGunungBromo,kebakaran savana Gunung Bromo BromoCreative SavanaBromo KebakaranGunungBromo,kebakaran savana gunung bromo bromocreative savanabromo kebakarangunungbromo,"['kebakaran', 'savana', 'gunung', 'bromo', 'bromocreative', 'savanabromo', 'kebakarangunungbromo']","['kebakaran', 'savana', 'gunung', 'bromo', 'bromocreative', 'savanabromo', 'kebakarangunungbromo']","['kebakaran', 'savana', 'gunung', 'bromo', 'bromocreative', 'savanabromo', 'kebakarangunungbromo']","['bakar', 'savana', 'gunung', 'bromo', 'bromocreative', 'savanabromo', 'kebakarangunungbromo']",bakar savana gunung bromo bromocreative savanabromo kebakarangunungbromo
858,@F2aldi Kayakny di situ emang sering merah deh sebelum kebakaran bromo 🤔,2023-09-15 01:01:05+00:00,2, Kayakny di situ emang sering merah deh sebelum kebakaran bromo 🤔, Kayakny situ emang sering merah deh sebelum kebakaran bromo , kayakny situ emang sering merah deh sebelum kebakaran bromo ,"['kayakny', 'situ', 'emang', 'sering', 'merah', 'deh', 'sebelum', 'kebakaran', 'bromo']","['kayakny', 'situ', 'memang', 'sering', 'merah', 'deh', 'sebelum', 'kebakaran', 'bromo']","['kayakny', 'situ', 'merah', 'deh', 'kebakaran', 'bromo']","['kayakny', 'situ', 'merah', 'deh', 'bakar', 'bromo']",kayakny situ merah deh bakar bromo
859,"Story ig tmn2 gw pd Bromo sblm kebakaran"", wehh gw jg mau ke Bromo cuy. Tp udh hangus skrg, lama bgt g sih buat balik ijo lagi tuh 😭😭😭.  Semoga pelaku yg ngebakar tuh merasakan perasaan menyesal dan bersalah seumur hidupnya, biar gila sekalian.""",2023-09-15 01:05:57+00:00,1,"Story ig tmn2 gw pd Bromo sblm kebakaran"", wehh gw jg mau ke Bromo cuy. Tp udh hangus skrg, lama bgt g sih buat balik ijo lagi tuh 😭😭😭.  Semoga pelaku yg ngebakar tuh merasakan perasaan menyesal dan bersalah seumur hidupnya, biar gila sekalian.""",Story tmn Bromo sblm kebakaran wehh mau Bromo cuy udh hangus skrg lama bgt sih buat balik ijo lagi tuh Semoga pelaku ngebakar tuh merasakan perasaan menyesal dan bersalah seumur hidupnya biar gila sekalian ,story tmn bromo sblm kebakaran wehh mau bromo cuy udh hangus skrg lama bgt sih buat balik ijo lagi tuh semoga pelaku ngebakar tuh merasakan perasaan menyesal dan bersalah seumur hidupnya biar gila sekalian ,"['story', 'tmn', 'bromo', 'sblm', 'kebakaran', 'wehh', 'mau', 'bromo', 'cuy', 'udh', 'hangus', 'skrg', 'lama', 'bgt', 'sih', 'buat', 'balik', 'ijo', 'lagi', 'tuh', 'semoga', 'pelaku', 'ngebakar', 'tuh', 'merasakan', 'perasaan', 'menyesal', 'dan', 'bersalah', 'seumur', 'hidupnya', 'biar', 'gila', 'sekalian']","['story', 'teman', 'bromo', 'sebelum', 'kebakaran', 'wehh', 'mau', 'bromo', 'cuy', 'sudah', 'hangus', 'sekarang', 'lama', 'banget', 'sih', 'buat', 'balik', 'ijo', 'lagi', 'tuh', 'semoga', 'pelaku', 'ngebakar', 'tuh', 'merasakan', 'perasaan', 'menyesal', 'dan', 'bersalah', 'seumur', 'hidupnya', 'biar', 'gila', 'sekalian']","['story', 'teman', 'bromo', 'kebakaran', 'wehh', 'bromo', 'cuy', 'hangus', 'banget', 'ijo', 'semoga', 'pelaku', 'ngebakar', 'merasakan', 'perasaan', 'menyesal', 'bersalah', 'seumur', 'hidupnya', 'biar', 'gila']","['story', 'teman', 'bromo', 'bakar', 'wehh', 'bromo', 'cuy', 'hangus', 'banget', 'ijo', 'moga', 'laku', 'ngebakar', 'rasa', 'asa', 'sesal', 'salah', 'umur', 'hidup', 'biar', 'gila']",story teman bromo bakar wehh bromo cuy hangus banget ijo moga laku ngebakar rasa asa sesal salah umur hidup biar gila
860,"gara-gara berita kebaka gunung bromo, jadi ngimpi kebakaran jugaa",2023-09-15 01:31:09+00:00,1,"gara-gara berita kebaka gunung bromo, jadi ngimpi kebakaran jugaa",gara gara berita kebaka gunung bromo jadi ngimpi kebakaran jugaa,gara gara berita kebaka gunung bromo jadi ngimpi kebakaran jugaa,"['gara', 'gara', 'berita', 'kebaka', 'gunung', 'bromo', 'jadi', 'ngimpi', 'kebakaran', 'jugaa']","['gara', 'gara', 'berita', 'kebaka', 'gunung', 'bromo', 'jadi', 'mimpi', 'kebakaran', 'juga']","['gara', 'gara', 'berita', 'kebaka', 'gunung', 'bromo', 'mimpi', 'kebakaran']","['gara', 'gara', 'berita', 'baka', 'gunung', 'bromo', 'mimpi', 'bakar']",gara gara berita baka gunung bromo mimpi bakar
861,"Masih tentang Kebakaran Gunung Bromo. Saya sangat setuju dengan BNPB kalau denda nya masih sangat-sangat kurang, kalau memang mau ganti rugi"" 100%. Here's why. #kebakaranbromo""",2023-09-15 01:37:24+00:00,3,"Masih tentang Kebakaran Gunung Bromo. Saya sangat setuju dengan BNPB kalau denda nya masih sangat-sangat kurang, kalau memang mau ganti rugi"" 100%. Here's why. #kebakaranbromo""",Masih tentang Kebakaran Gunung Bromo Saya sangat setuju dengan BNPB kalau denda nya masih sangat sangat kurang kalau memang mau ganti rugi Here why kebakaranbromo ,masih tentang kebakaran gunung bromo saya sangat setuju dengan bnpb kalau denda nya masih sangat sangat kurang kalau memang mau ganti rugi here why kebakaranbromo ,"['masih', 'tentang', 'kebakaran', 'gunung', 'bromo', 'saya', 'sangat', 'setuju', 'dengan', 'bnpb', 'kalau', 'denda', 'nya', 'masih', 'sangat', 'sangat', 'kurang', 'kalau', 'memang', 'mau', 'ganti', 'rugi', 'here', 'why', 'kebakaranbromo']","['masih', 'tentang', 'kebakaran', 'gunung', 'bromo', 'saya', 'sangat', 'setuju', 'dengan', 'bnpb', 'kalau', 'denda', 'nya', 'masih', 'sangat', 'sangat', 'kurang', 'kalau', 'memang', 'mau', 'ganti', 'rugi', 'here', 'why', 'kebakaranbromo']","['kebakaran', 'gunung', 'bromo', 'setuju', 'bnpb', 'denda', 'ganti', 'rugi', 'here', 'why', 'kebakaranbromo']","['bakar', 'gunung', 'bromo', 'tuju', 'bnpb', 'denda', 'ganti', 'rugi', 'here', 'why', 'kebakaranbromo']",bakar gunung bromo tuju bnpb denda ganti rugi here why kebakaranbromo
862,Bosen bgt sampe muak liat igs “bromo sebelum kebakaran” diem aja bisa gak sih muak bgt semua igs sma semua,2023-09-15 01:39:20+00:00,1,Bosen bgt sampe muak liat igs “bromo sebelum kebakaran” diem aja bisa gak sih muak bgt semua igs sma semua,Bosen bgt sampe muak liat igs bromo sebelum kebakaran diem aja bisa gak sih muak bgt semua igs sma semua,bosen bgt sampe muak liat igs bromo sebelum kebakaran diem aja bisa gak sih muak bgt semua igs sma semua,"['bosen', 'bgt', 'sampe', 'muak', 'liat', 'igs', 'bromo', 'sebelum', 'kebakaran', 'diem', 'aja', 'bisa', 'gak', 'sih', 'muak', 'bgt', 'semua', 'igs', 'sma', 'semua']","['bosan', 'banget', 'sampai', 'muak', 'lihat', 'igs', 'bromo', 'sebelum', 'kebakaran', 'diam', 'saja', 'bisa', 'enggak', 'sih', 'muak', 'banget', 'semua', 'igs', 'sama', 'semua']","['bosan', 'banget', 'muak', 'lihat', 'igs', 'bromo', 'kebakaran', 'diam', 'muak', 'banget', 'igs']","['bosan', 'banget', 'muak', 'lihat', 'igs', 'bromo', 'bakar', 'diam', 'muak', 'banget', 'igs']",bosan banget muak lihat igs bromo bakar diam muak banget igs
863,@ssefnum Poiusi udara jkt/kebakaran di bromo,2023-09-15 01:55:50+00:00,2, Poiusi udara jkt/kebakaran di bromo, Poiusi udara jkt kebakaran bromo, poiusi udara jkt kebakaran bromo,"['poiusi', 'udara', 'jkt', 'kebakaran', 'bromo']","['poiusi', 'udara', 'jakarta', 'kebakaran', 'bromo']","['poiusi', 'udara', 'jakarta', 'kebakaran', 'bromo']","['poiusi', 'udara', 'jakarta', 'bakar', 'bromo']",poiusi udara jakarta bakar bromo
864,Iri banget liat orang pada share 'bromo sebelum kebakaran' 😭 aku belum pernah ke bromo huwaaa,2023-09-15 02:45:58+00:00,1,Iri banget liat orang pada share 'bromo sebelum kebakaran' 😭 aku belum pernah ke bromo huwaaa,Iri banget liat orang pada share bromo sebelum kebakaran aku belum pernah bromo huwaa,iri banget liat orang pada share bromo sebelum kebakaran aku belum pernah bromo huwaa,"['iri', 'banget', 'liat', 'orang', 'pada', 'share', 'bromo', 'sebelum', 'kebakaran', 'aku', 'belum', 'pernah', 'bromo', 'huwaa']","['iri', 'banget', 'lihat', 'orang', 'pada', 'share', 'bromo', 'sebelum', 'kebakaran', 'aku', 'belum', 'pernah', 'bromo', 'huwaa']","['iri', 'banget', 'lihat', 'orang', 'share', 'bromo', 'kebakaran', 'bromo', 'huwaa']","['iri', 'banget', 'lihat', 'orang', 'share', 'bromo', 'bakar', 'bromo', 'huwaa']",iri banget lihat orang share bromo bakar bromo huwaa
865,"ini kasus kebakaran bromo, yg salah tuh pasangannya, team photographer nya, apa pengelola nya sih? gue ampe bingung",2023-09-15 02:57:10+00:00,2,"ini kasus kebakaran bromo, yg salah tuh pasangannya, team photographer nya, apa pengelola nya sih? gue ampe bingung",ini kasus kebakaran bromo salah tuh pasangannya team photographer nya apa pengelola nya sih gue ampe bingung,ini kasus kebakaran bromo salah tuh pasangannya team photographer nya apa pengelola nya sih gue ampe bingung,"['ini', 'kasus', 'kebakaran', 'bromo', 'salah', 'tuh', 'pasangannya', 'team', 'photographer', 'nya', 'apa', 'pengelola', 'nya', 'sih', 'gue', 'ampe', 'bingung']","['ini', 'kasus', 'kebakaran', 'bromo', 'salah', 'tuh', 'pasangannya', 'team', 'photographer', 'nya', 'apa', 'pengelola', 'nya', 'sih', 'gue', 'sampai', 'bingung']","['kebakaran', 'bromo', 'salah', 'pasangannya', 'team', 'photographer', 'pengelola', 'gue', 'bingung']","['bakar', 'bromo', 'salah', 'pasang', 'team', 'photographer', 'kelola', 'gue', 'bingung']",bakar bromo salah pasang team photographer kelola gue bingung
866,"@sosmedkeras Saya percaya manusia adalah bagian dari alam, kebakaran yg sudah terjadi itu sebagian dari proses alam memperbaiki dirinya. saya tidak membela pelaku, tapi saya sangat yakin klo bromo akan kembali ke sedia kala bahkan lebih indah. Amiin.",2023-09-15 03:00:02+00:00,3," Saya percaya manusia adalah bagian dari alam, kebakaran yg sudah terjadi itu sebagian dari proses alam memperbaiki dirinya. saya tidak membela pelaku, tapi saya sangat yakin klo bromo akan kembali ke sedia kala bahkan lebih indah. Amiin.", Saya percaya manusia adalah bagian dari alam kebakaran sudah terjadi itu sebagian dari proses alam memperbaiki dirinya saya tidak membela pelaku tapi saya sangat yakin klo bromo akan kembali sedia kala bahkan lebih indah Amiin , saya percaya manusia adalah bagian dari alam kebakaran sudah terjadi itu sebagian dari proses alam memperbaiki dirinya saya tidak membela pelaku tapi saya sangat yakin klo bromo akan kembali sedia kala bahkan lebih indah amiin ,"['saya', 'percaya', 'manusia', 'adalah', 'bagian', 'dari', 'alam', 'kebakaran', 'sudah', 'terjadi', 'itu', 'sebagian', 'dari', 'proses', 'alam', 'memperbaiki', 'dirinya', 'saya', 'tidak', 'membela', 'pelaku', 'tapi', 'saya', 'sangat', 'yakin', 'klo', 'bromo', 'akan', 'kembali', 'sedia', 'kala', 'bahkan', 'lebih', 'indah', 'amiin']","['saya', 'percaya', 'manusia', 'adalah', 'bagian', 'dari', 'alam', 'kebakaran', 'sudah', 'terjadi', 'itu', 'sebagian', 'dari', 'proses', 'alam', 'memperbaiki', 'dirinya', 'saya', 'tidak', 'membela', 'pelaku', 'tapi', 'saya', 'sangat', 'yakin', 'kalo', 'bromo', 'akan', 'kembali', 'sedia', 'kala', 'bahkan', 'lebih', 'indah', 'amin']","['percaya', 'manusia', 'alam', 'kebakaran', 'proses', 'alam', 'memperbaiki', 'membela', 'pelaku', 'bromo', 'sedia', 'indah', 'amin']","['percaya', 'manusia', 'alam', 'bakar', 'proses', 'alam', 'baik', 'bela', 'laku', 'bromo', 'sedia', 'indah', 'amin']",percaya manusia alam bakar proses alam baik bela laku bromo sedia indah amin
867,Gunung Bromo terjadi. Mereka telah bekerja sama dengan tim pemadam kebakaran dan memberikan keterangan yang jelas. Semoga kejadian ini menjadi pelajaran bagi semua orang untuk lebih berhati-hati dalam menggunakan properti di alam terbuka. #SafetyFirst #GunungBromo,2023-09-15 04:13:32+00:00,3,Gunung Bromo terjadi. Mereka telah bekerja sama dengan tim pemadam kebakaran dan memberikan keterangan yang jelas. Semoga kejadian ini menjadi pelajaran bagi semua orang untuk lebih berhati-hati dalam menggunakan properti di alam terbuka. #SafetyFirst #GunungBromo,Gunung Bromo terjadi Mereka telah bekerja sama dengan tim pemadam kebakaran dan memberikan keterangan yang jelas Semoga kejadian ini menjadi pelajaran bagi semua orang untuk lebih berhati hati dalam menggunakan properti alam terbuka SafetyFirst GunungBromo,gunung bromo terjadi mereka telah bekerja sama dengan tim pemadam kebakaran dan memberikan keterangan yang jelas semoga kejadian ini menjadi pelajaran bagi semua orang untuk lebih berhati hati dalam menggunakan properti alam terbuka safetyfirst gunungbromo,"['gunung', 'bromo', 'terjadi', 'mereka', 'telah', 'bekerja', 'sama', 'dengan', 'tim', 'pemadam', 'kebakaran', 'dan', 'memberikan', 'keterangan', 'yang', 'jelas', 'semoga', 'kejadian', 'ini', 'menjadi', 'pelajaran', 'bagi', 'semua', 'orang', 'untuk', 'lebih', 'berhati', 'hati', 'dalam', 'menggunakan', 'properti', 'alam', 'terbuka', 'safetyfirst', 'gunungbromo']","['gunung', 'bromo', 'terjadi', 'mereka', 'telah', 'bekerja', 'sama', 'dengan', 'tim', 'pemadam', 'kebakaran', 'dan', 'memberikan', 'keterangan', 'yang', 'jelas', 'semoga', 'kejadian', 'ini', 'menjadi', 'pelajaran', 'bagi', 'semua', 'orang', 'untuk', 'lebih', 'berhati', 'hati', 'dalam', 'menggunakan', 'properti', 'alam', 'terbuka', 'safetyfirst', 'gunungbromo']","['gunung', 'bromo', 'tim', 'pemadam', 'kebakaran', 'keterangan', 'semoga', 'kejadian', 'pelajaran', 'orang', 'berhati', 'hati', 'properti', 'alam', 'terbuka', 'safetyfirst', 'gunungbromo']","['gunung', 'bromo', 'tim', 'madam', 'bakar', 'terang', 'moga', 'jadi', 'ajar', 'orang', 'hati', 'hati', 'properti', 'alam', 'buka', 'safetyfirst', 'gunungbromo']",gunung bromo tim madam bakar terang moga jadi ajar orang hati hati properti alam buka safetyfirst gunungbromo
868,"Orang2 pada posting bromo sebelum kebakaran, mo ikutan juga tapi belom pernah ke bromo :(",2023-09-15 04:24:39+00:00,1,"Orang2 pada posting bromo sebelum kebakaran, mo ikutan juga tapi belom pernah ke bromo :(",Orang pada posting bromo sebelum kebakaran ikutan juga tapi belom pernah bromo ,orang pada posting bromo sebelum kebakaran ikutan juga tapi belom pernah bromo ,"['orang', 'pada', 'posting', 'bromo', 'sebelum', 'kebakaran', 'ikutan', 'juga', 'tapi', 'belom', 'pernah', 'bromo']","['orang', 'pada', 'posting', 'bromo', 'sebelum', 'kebakaran', 'ikutan', 'juga', 'tapi', 'belum', 'pernah', 'bromo']","['orang', 'posting', 'bromo', 'kebakaran', 'ikutan', 'bromo']","['orang', 'posting', 'bromo', 'bakar', 'ikut', 'bromo']",orang posting bromo bakar ikut bromo
869,"Orang-orang pada upload foto bromo sebelum kebakaran, aku yg baru mau ke bromo bulan ini cuma bisa🗿🗿🗿🥲🤌🏻",2023-09-15 05:08:04+00:00,1,"Orang-orang pada upload foto bromo sebelum kebakaran, aku yg baru mau ke bromo bulan ini cuma bisa🗿🗿🗿🥲🤌🏻",Orang orang pada upload foto bromo sebelum kebakaran aku baru mau bromo bulan ini cuma bisa ,orang orang pada upload foto bromo sebelum kebakaran aku baru mau bromo bulan ini cuma bisa ,"['orang', 'orang', 'pada', 'upload', 'foto', 'bromo', 'sebelum', 'kebakaran', 'aku', 'baru', 'mau', 'bromo', 'bulan', 'ini', 'cuma', 'bisa']","['orang', 'orang', 'pada', 'upload', 'foto', 'bromo', 'sebelum', 'kebakaran', 'aku', 'baru', 'mau', 'bromo', 'bulan', 'ini', 'cuma', 'bisa']","['orang', 'orang', 'upload', 'foto', 'bromo', 'kebakaran', 'bromo']","['orang', 'orang', 'upload', 'foto', 'bromo', 'bakar', 'bromo']",orang orang upload foto bromo bakar bromo
870,"@speachace Tak tersisa,  Padahal sebelum kebakaran, suhu bromo pas pagi dingin banget sampek rumput2 beku,   sekarang panas, abu semua",2023-09-15 06:27:08+00:00,1," Tak tersisa,  Padahal sebelum kebakaran, suhu bromo pas pagi dingin banget sampek rumput2 beku,   sekarang panas, abu semua", Tak tersisa Padahal sebelum kebakaran suhu bromo pas pagi dingin banget sampek rumput beku sekarang panas abu semua, tak tersisa padahal sebelum kebakaran suhu bromo pas pagi dingin banget sampek rumput beku sekarang panas abu semua,"['tak', 'tersisa', 'padahal', 'sebelum', 'kebakaran', 'suhu', 'bromo', 'pas', 'pagi', 'dingin', 'banget', 'sampek', 'rumput', 'beku', 'sekarang', 'panas', 'abu', 'semua']","['tak', 'tersisa', 'padahal', 'sebelum', 'kebakaran', 'suhu', 'bromo', 'pas', 'pagi', 'dingin', 'banget', 'sampai', 'rumput', 'beku', 'sekarang', 'panas', 'abu', 'semua']","['tersisa', 'kebakaran', 'suhu', 'bromo', 'pas', 'pagi', 'dingin', 'banget', 'rumput', 'beku', 'panas', 'abu']","['sisa', 'bakar', 'suhu', 'bromo', 'pas', 'pagi', 'dingin', 'banget', 'rumput', 'beku', 'panas', 'abu']",sisa bakar suhu bromo pas pagi dingin banget rumput beku panas abu
871,semoga aja deh setelah kebakaran ini tanah bromo makin subur yaaaa,2023-09-15 06:53:23+00:00,3,semoga aja deh setelah kebakaran ini tanah bromo makin subur yaaaa,semoga aja deh setelah kebakaran ini tanah bromo makin subur yaa,semoga aja deh setelah kebakaran ini tanah bromo makin subur yaa,"['semoga', 'aja', 'deh', 'setelah', 'kebakaran', 'ini', 'tanah', 'bromo', 'makin', 'subur', 'yaa']","['semoga', 'saja', 'deh', 'setelah', 'kebakaran', 'ini', 'tanah', 'bromo', 'makin', 'subur', 'ya']","['semoga', 'deh', 'kebakaran', 'tanah', 'bromo', 'subur']","['moga', 'deh', 'bakar', 'tanah', 'bromo', 'subur']",moga deh bakar tanah bromo subur
872,"Seorang pengguna TikTok mengaku jadi korban salah sasaran atas kejadian kebakaran di Bukit Teletubbies, Bromo, Probolinggo, Jawa Timur. Lantaran outfit yang digunakannya kala prewedding, ia malah dituduh sebagai pelaku yang membakar kawasan tersebut. (ld)…",2023-09-15 07:06:09+00:00,1,"Seorang pengguna TikTok mengaku jadi korban salah sasaran atas kejadian kebakaran di Bukit Teletubbies, Bromo, Probolinggo, Jawa Timur. Lantaran outfit yang digunakannya kala prewedding, ia malah dituduh sebagai pelaku yang membakar kawasan tersebut. (ld)…",Seorang pengguna TikTok mengaku jadi korban salah sasaran atas kejadian kebakaran Bukit Teletubbies Bromo Probolinggo Jawa Timur Lantaran outfit yang digunakannya kala prewedding malah dituduh sebagai pelaku yang membakar kawasan tersebut ,seorang pengguna tiktok mengaku jadi korban salah sasaran atas kejadian kebakaran bukit teletubbies bromo probolinggo jawa timur lantaran outfit yang digunakannya kala prewedding malah dituduh sebagai pelaku yang membakar kawasan tersebut ,"['seorang', 'pengguna', 'tiktok', 'mengaku', 'jadi', 'korban', 'salah', 'sasaran', 'atas', 'kejadian', 'kebakaran', 'bukit', 'teletubbies', 'bromo', 'probolinggo', 'jawa', 'timur', 'lantaran', 'outfit', 'yang', 'digunakannya', 'kala', 'prewedding', 'malah', 'dituduh', 'sebagai', 'pelaku', 'yang', 'membakar', 'kawasan', 'tersebut']","['seorang', 'pengguna', 'tiktok', 'mengaku', 'jadi', 'korban', 'salah', 'sasaran', 'atas', 'kejadian', 'kebakaran', 'bukit', 'teletubbies', 'bromo', 'probolinggo', 'jawa', 'timur', 'lantaran', 'outfit', 'yang', 'digunakannya', 'kala', 'prewedding', 'malah', 'dituduh', 'sebagai', 'pelaku', 'yang', 'membakar', 'kawasan', 'tersebut']","['pengguna', 'tiktok', 'mengaku', 'korban', 'salah', 'sasaran', 'kejadian', 'kebakaran', 'bukit', 'teletubbies', 'bromo', 'probolinggo', 'jawa', 'timur', 'lantaran', 'outfit', 'digunakannya', 'prewedding', 'dituduh', 'pelaku', 'membakar', 'kawasan']","['guna', 'tiktok', 'aku', 'korban', 'salah', 'sasar', 'jadi', 'bakar', 'bukit', 'teletubbies', 'bromo', 'probolinggo', 'jawa', 'timur', 'lantar', 'outfit', 'guna', 'prewedding', 'tuduh', 'laku', 'bakar', 'kawasan']",guna tiktok aku korban salah sasar jadi bakar bukit teletubbies bromo probolinggo jawa timur lantar outfit guna prewedding tuduh laku bakar kawasan
873,"@nnathanale Nath, Bromo kebakaran 😔",2023-09-15 07:10:07+00:00,1," Nath, Bromo kebakaran 😔", Nath Bromo kebakaran , nath bromo kebakaran ,"['nath', 'bromo', 'kebakaran']","['nath', 'bromo', 'kebakaran']","['nath', 'bromo', 'kebakaran']","['nath', 'bromo', 'bakar']",nath bromo bakar
